author,date,push,title,url
eugene31431,10/21,9,[問卦] 火山孝子的英文怎麼說呀？,/bbs/Gossiping/M.1603244037.A.584.html
memesheep,10/21,62,[新聞] 越掙扎鎖越緊！保母悶壓幼童19分鐘 家屬盼殺人罪,/bbs/Gossiping/M.1603244174.A.29C.html
yoyoflag,10/21,8,[問卦] 人類最近一次鐵甲船海戰是哪場?,/bbs/Gossiping/M.1603244200.A.14C.html
mhmh8588kk,10/21,1,[問卦] 宵禁觀測天體的困擾,/bbs/Gossiping/M.1603244254.A.CEB.html
IslamicState,10/21,10,[問卦] 被洋男偷拍上傳也是浪漫嗎,/bbs/Gossiping/M.1603244269.A.25B.html
hjk56789,10/21,2,[問卦] 沒有口罩販賣機的話 現在台灣會多慘?,/bbs/Gossiping/M.1603244323.A.975.html
odd5566,10/21,2,[問卦] 肥宅加入暴力討債集團可行嗎?,/bbs/Gossiping/M.1603244350.A.6AE.html
rocephin,10/21,99,[問卦] 貝莉莓遭開價一次18萬 表示：瞧不起我？,/bbs/Gossiping/M.1603244383.A.F0D.html
johnny9667,10/21,13,[問卦] 如果想生小孩 男生最好在幾歲前就生?,/bbs/Gossiping/M.1603244447.A.2B5.html
Hateson,10/21,99,[新聞] 女粉絲「怕韓國瑜落選」被詹江村硬上未,/bbs/Gossiping/M.1603244477.A.5C5.html
cset223,10/21,3,[問卦] 有沒有萬豪酒店加一元送早餐的卦?,/bbs/Gossiping/M.1603244488.A.CB7.html
q347,10/21,爆,Re: [問卦] 圓仔會吃其他種樹葉??,/bbs/Gossiping/M.1603244530.A.9D5.html
agh386690,10/21,99,[新聞] 4個月役男注意！國防部宣布：加入「城鎮,/bbs/Gossiping/M.1603244530.A.00E.html
tsukiji,10/21,15,[新聞] 林佳龍說明宜蘭高鐵超前屏東高鐵 屏東人,/bbs/Gossiping/M.1603244633.A.298.html
lunli924,10/21,35,[新聞] 桃園明年總預算1377億 創新高,/bbs/Gossiping/M.1603243265.A.494.html
bamama56,10/21,97,[新聞] 內幕｜蔡英文８日就得知斐濟事件　因這,/bbs/Gossiping/M.1603243317.A.17E.html
DORAQMON,10/21,3,[新聞] 楊超越蕾絲花邊裙大露美腿 激短火辣造型,/bbs/Gossiping/M.1603243387.A.4C0.html
foedoo,10/21,40,[新聞] 國泰航空大裁員　完整聲明出爐：已採取一,/bbs/Gossiping/M.1603243498.A.87A.html
newtyper,10/21,9,[新聞] 2049統一台灣？中國發展「滲透網」美軍,/bbs/Gossiping/M.1603243729.A.B8A.html
k12795,10/21,1,[問卦] 部分人是否對斐濟和外交部期望過高？,/bbs/Gossiping/M.1603243856.A.DC7.html
alohac,10/21,3,[問卦] 全部都沒有意義,/bbs/Gossiping/M.1603243929.A.DEE.html
dannyshan,10/21,5,[問卦] 車禍的肇事責任幾成怎麼判定？,/bbs/Gossiping/M.1603243952.A.F0B.html
Dimihaha,10/21,4,[問卦] 請問大學打工經歷可以寫在履歷上嗎？,/bbs/Gossiping/M.1603243959.A.882.html
sodistrues,10/21,6,[問卦] 拜登兒子來台灣會被認為是洋男帥哥嗎？,/bbs/Gossiping/M.1603243986.A.A8A.html
tools,10/21,6,Re: [問卦] 有親眼見過哪個藝人,/bbs/Gossiping/M.1603242530.A.94C.html
saufu08,10/21,2,Re: [問卦] 戰時怎麼防止高層出逃,/bbs/Gossiping/M.1603242557.A.BA3.html
sspider0829,10/21,1,Re: [新聞] 難忍中天近九成新聞吹捧特定人物 名律師,/bbs/Gossiping/M.1603242574.A.1EB.html
sding,10/21,6,[新聞] 員工控東森旅遊申請補助款 卻將薪資打折,/bbs/Gossiping/M.1603242590.A.206.html
pooznn,10/21,3,[新聞] 中國義烏數百市民排隊「搶注」新冠疫苗 ,/bbs/Gossiping/M.1603242698.A.F0A.html
extremevs,10/21,10,[問卦] 新生北路為啥是接松江路？,/bbs/Gossiping/M.1603242757.A.F20.html
k12795,10/21,6,[新聞] 「六四時台灣唯一特務」涉共諜　退役上校遭聲押禁見,/bbs/Gossiping/M.1603242816.A.73E.html
blessbless,10/21,1,Re: [問卦] 有沒有最狂斷食一星期只吃七餐的八卦？,/bbs/Gossiping/M.1603242856.A.799.html
nowandnew,10/21,3,[新聞] 為何中國外交官敢闖入台方場合?曾派駐斐,/bbs/Gossiping/M.1603242958.A.593.html
e22103,10/21,6,[新聞] 市政總質詢綠營將問2024動向 侯友宜：多,/bbs/Gossiping/M.1603242977.A.270.html
hyoerious,10/21,3,Re: [新聞] 川普聲稱看過拜登「來自地獄的筆電」:裡,/bbs/Gossiping/M.1603242989.A.A1D.html
STAV72,10/21,8,[新聞] 別拿來烤肉！巴拉圭緝2.3噸古柯鹼「史上,/bbs/Gossiping/M.1603243060.A.15C.html
ivorysoap,10/21,8,Re: [問卦] 如果正妹妻子是共諜 你各位會舉報嗎？,/bbs/Gossiping/M.1603243074.A.1D8.html
badbadook,10/21,3,[問卦] 雙a cp那摩高為何市占還是hp dell 高,/bbs/Gossiping/M.1603243086.A.F25.html
kinki999,10/21,1,[問卦] 偽君子民主黨跟商人共和黨，信誰？,/bbs/Gossiping/M.1603243098.A.F38.html
craig5566,10/21,14,[問卦] 如果正妹妻子是共諜 你各位會舉報嗎？,/bbs/Gossiping/M.1603241899.A.6CA.html
Rrrxddd,10/21,4,[問卦] 翹班的人 要怎麼治？,/bbs/Gossiping/M.1603241899.A.929.html
deeeplove,10/21,1,[問卦] 早安，新竹人都騎貢丸出門嗎？,/bbs/Gossiping/M.1603242064.A.A24.html
giorno78,10/21,3,Re: [新聞] 川普聲稱看過拜登「來自地獄的筆電」:裡,/bbs/Gossiping/M.1603242086.A.DDF.html
eierom,10/21,6,[問卦] 解放軍找牛做什麼？,/bbs/Gossiping/M.1603242118.A.2E7.html
yoyoflag,10/21,4,[問卦] 國安局是否全是廢物 該裁撤了?,/bbs/Gossiping/M.1603242142.A.378.html
dean1990,10/21,1,Re: [新聞] 中國年輕人屢傳拒服兵役　分析：戰爭風險,/bbs/Gossiping/M.1603242166.A.F38.html
ECZEMA,10/21,4,[問卦] 台灣守得住嗎？,/bbs/Gossiping/M.1603242316.A.938.html
yuchinglai,10/21,3,[問卦] 資料放雲端是不是很危險,/bbs/Gossiping/M.1603242323.A.6CC.html
AIDM,10/21,1,Re: [新聞] 稱「被國家機器監控」逼去摩鐵 詹江村遭,/bbs/Gossiping/M.1603242346.A.A4C.html
Usami,10/21,62,[問卦] 台灣這20年來最紅的線上RPG遊戲是哪款？,/bbs/Gossiping/M.1603242358.A.A4C.html
zo6al,10/21,2,[問卦] 手指一直比圓形三角形會抽筋嗎？,/bbs/Gossiping/M.1603242437.A.9A9.html
Salcea,10/21,23,[新聞] 醫年收600萬 報稅月入2萬,/bbs/Gossiping/M.1603242439.A.173.html
CODDDD,10/21,2,[問卦] 當年南越陸軍特種部隊有多屌,/bbs/Gossiping/M.1603242518.A.082.html
lamigo520,10/21,14,[問卦] 川普在臺灣選得上總統嗎？,/bbs/Gossiping/M.1603242521.A.994.html
Eliphalet,10/21,80,[新聞] 就愛這款「軍中霸主級飲料」！女中士搬5,/bbs/Gossiping/M.1603241055.A.54F.html
NewEG,10/21,7,[問卦] 有沒有最狂斷食一星期只吃七餐的八卦？,/bbs/Gossiping/M.1603241123.A.A25.html
violetking,10/21,5,Re: [新聞] 60年最慘！六合夜市爆50攤歇業止血 業者,/bbs/Gossiping/M.1603241228.A.088.html
ianlin1216,10/21,18,[問卦] 戰時怎麼防止高層出逃,/bbs/Gossiping/M.1603241251.A.F4E.html
kinki999,10/21,54,[問卦] 藍色是智障的顏色，哪綠色呢？,/bbs/Gossiping/M.1603241401.A.07F.html
jerrysuper,10/21,2,[問卦] 台灣家電品牌怎麼走到輸中國的？,/bbs/Gossiping/M.1603241430.A.FCC.html
DDDDRR,10/21,4,[問卦] 有沒有安齋拉拉又不拍片的卦？,/bbs/Gossiping/M.1603241471.A.88E.html
Historia,10/21,9,Re: [問卦] 南投田姓警察兒子強姦弱勢被壓下來了嗎？,/bbs/Gossiping/M.1603241472.A.D08.html
powyo,10/21,8,[新聞] 外交部：已向斐濟完成報案程序　北京動,/bbs/Gossiping/M.1603241500.A.146.html
wennythepooh,10/21,1,[問卦] 有沒有Jennifer Lopez的八卦？,/bbs/Gossiping/M.1603241526.A.9F5.html
NTKingsman,10/21,3,[新聞] 大同股臨會21日對決 公司派喪失主場優勢,/bbs/Gossiping/M.1603241571.A.99A.html
wahahajohn,10/21,4,[問卦] 有人知道YMCA有多好玩嗎？,/bbs/Gossiping/M.1603241663.A.0E2.html
obelisk0114,10/21,3,Re: [問卦] 台灣是不是垃圾回收場？,/bbs/Gossiping/M.1603241674.A.0C1.html
ptt987654321,10/21,18,[新聞] 加拿大男與台女分手 性愛片Po全球最大色,/bbs/Gossiping/M.1603241686.A.5EB.html
Qorqios,10/21,2,Re: [問卦] 東方有類似吟遊詩人的職業嗎,/bbs/Gossiping/M.1603241693.A.9A8.html
sherlockxx,10/21,10,[問卦] 讀生科出來要幹嘛,/bbs/Gossiping/M.1603241810.A.109.html
Hivwing,10/21,50,[新聞] 川普聲稱看過拜登「來自地獄的筆電」:裡,/bbs/Gossiping/M.1603241818.A.761.html
Tsuzichen,10/21,X1,[問卦] 正妹同事穿黑絲短裙是在暗示什麼,/bbs/Gossiping/M.1603241841.A.CAC.html
kawazakiz2,10/21,43,[新聞] 稱「被國家機器監控」逼去摩鐵 詹江村遭,/bbs/Gossiping/M.1603241866.A.B1D.html
CavendishJr,10/21,2,[問卦] 美洲獅梅西跟獵豹格爾達關係不錯♡,/bbs/Gossiping/M.1603240091.A.662.html
jim66356,10/21,2,Re: [問卦] 真的能用雞雞讓人墮落ㄇ,/bbs/Gossiping/M.1603240362.A.B75.html
s27052705,10/21,爆,[新聞] 快訊／國泰航空裁8500人！　國泰港龍收,/bbs/Gossiping/M.1603240370.A.539.html
GA389434,10/21,4,Re: [問卦] 住在大安信義區的矮破房是什麼感覺,/bbs/Gossiping/M.1603240432.A.07B.html
yi0116,10/21,4,[問卦] 工程師變消防員的八卦,/bbs/Gossiping/M.1603240469.A.51D.html
charco,10/21,5,[問卦] 為什麼川普造勢都在停機坪啊?,/bbs/Gossiping/M.1603240544.A.3E3.html
AIDM,10/21,1,Re: [問卦] 讀中文系出來到底要幹嘛,/bbs/Gossiping/M.1603240563.A.399.html
yangzy,10/21,2,[問卦] 從凱道最快多久可以飛離台灣？,/bbs/Gossiping/M.1603240639.A.180.html
violetking,10/21,5,Re: [新聞] 60年最慘！六合夜市爆50攤歇業止血 業者,/bbs/Gossiping/M.1603240651.A.7B3.html
ivorysoap,10/21,12,Re: [新聞] 難忍中天近九成新聞吹捧特定人物 名律師,/bbs/Gossiping/M.1603240666.A.18B.html
purue,10/21,7,[問卦] 東方有類似吟遊詩人的職業嗎,/bbs/Gossiping/M.1603240724.A.2FD.html
A816,10/21,2,[問卦] 台灣是不是垃圾回收場？,/bbs/Gossiping/M.1603240800.A.FCE.html
s523698,10/21,33,[問卦] 一句話引戰AV女優版？,/bbs/Gossiping/M.1603240811.A.BD8.html
mossdevin,10/21,2,Re: [問卦] 中華電信用甚麼費率跟方案?,/bbs/Gossiping/M.1603240830.A.BE8.html
lichuer,10/21,47,[問卦] 南部學店畢業到GG當作業員算逆轉人生嗎?,/bbs/Gossiping/M.1603240863.A.F21.html
takenostand,10/21,1,Re: [新聞] 中國年輕人屢傳拒服兵役　分析：戰爭風險,/bbs/Gossiping/M.1603240937.A.741.html
wenge321,10/21,5,[新聞] 男領42萬元地下匯兌銀行門口被搶　警逮16,/bbs/Gossiping/M.1603241006.A.B8D.html
jeff0025,10/21,24,[新聞] 解放軍迷路士兵已歸隊！　印方21日凌晨,/bbs/Gossiping/M.1603241013.A.2B2.html
lemon0970,10/21,7,"[問卦] 有沒有""七武士""的八卦",/bbs/Gossiping/M.1603238634.A.EF8.html
cublion,10/21,2,Re: [問卦] 有親眼見過哪個藝人,/bbs/Gossiping/M.1603238770.A.3D5.html
Moogle,10/21,8,[新聞] 美國會小組推包裹式提案 7部挺台法案盼,/bbs/Gossiping/M.1603238902.A.F29.html
phantasystar,10/21,13,[問卦] 真的能用雞雞讓人墮落ㄇ,/bbs/Gossiping/M.1603239099.A.C60.html
xvited945,10/21,34,[問卦] 高速公路內側車道要開多少？,/bbs/Gossiping/M.1603239236.A.897.html
komuroboy,10/21,3,[新聞] 為了台灣尊嚴和中共打仗？民調：75%年輕,/bbs/Gossiping/M.1603239240.A.09B.html
q10242,10/21,爆,Re: [新聞] 快訊／韓賜村撞斃騎士「不認闖紅燈」,/bbs/Gossiping/M.1603239284.A.29C.html
as6633208,10/21,3,Re: [新聞] 難忍中天近九成新聞吹捧特定人物 名律師,/bbs/Gossiping/M.1603239399.A.694.html
v303v191,10/21,7,[問卦] 老k牌 席夢思 誰是床墊霸主,/bbs/Gossiping/M.1603239410.A.0AB.html
purue,10/21,7,[新聞] 台灣海底垃圾調查淡水河外海最髒 採樣密,/bbs/Gossiping/M.1603239417.A.EAD.html
teeheehee,10/21,6,[問卦] 一堆人沒上車的公車上書484過譽了？,/bbs/Gossiping/M.1603239424.A.DA4.html
sherlockxx,10/21,28,[問卦] 讀中文系出來到底要幹嘛,/bbs/Gossiping/M.1603239515.A.019.html
sleepyuan,10/21,2,[問卦] 不看電視會怎麼樣?,/bbs/Gossiping/M.1603239689.A.F48.html
xzcb2008,10/21,10,Re: [問卦] 真的能用雞雞讓人墮落ㄇ,/bbs/Gossiping/M.1603239793.A.225.html
BinnigQuate,10/21,1,Re: [問卦] 讀中文系出來到底要幹嘛,/bbs/Gossiping/M.1603240039.A.083.html
r66,10/21,2,[問卦] 台男去哪個國家可以橫著走,/bbs/Gossiping/M.1603240051.A.726.html
pttccbbs,10/21,1,Re: [問卦] 結婚就是男要女傭女要錢還有其他原因嗎?,/bbs/Gossiping/M.1603240052.A.735.html
abc1204,10/21,3,Re: [問卦] 川普要怎麼破解只開一支麥克風？,/bbs/Gossiping/M.1603237216.A.662.html
XSR700,10/21,4,[問卦] 高雄有什麼在地人會去的夜市?,/bbs/Gossiping/M.1603237382.A.C44.html
hotaru3456,10/21,X3,[新聞] 兩岸外交官爆衝突卻隱忍 蘇揆：不能敲鑼,/bbs/Gossiping/M.1603237395.A.363.html
AgentSkye56,10/21,2,[問卦] 2045大家是不是會後悔沒買房,/bbs/Gossiping/M.1603237435.A.296.html
win8719,10/21,4,Re: [新聞] 9月外銷訂單衝破500億美元 創歷史單月新,/bbs/Gossiping/M.1603237477.A.9CA.html
lianpig5566,10/21,1,[問卦] Dcard抽卡是不是變質了,/bbs/Gossiping/M.1603237608.A.15C.html
ivorysoap,10/21,5,[問卦] 學弟失戀後個性大變了 怎麼辦?,/bbs/Gossiping/M.1603237673.A.B22.html
SangoDragon,10/21,34,Re: [新聞] 60年最慘！六合夜市爆50攤歇業止血 業者,/bbs/Gossiping/M.1603237814.A.709.html
rochis,10/21,4,Re: [問卦] 你跟哪個藝人互動過,/bbs/Gossiping/M.1603237891.A.957.html
w510048,10/21,4,[新聞] 英特爾 NAND 業務將出售，傳 SK 海力士以,/bbs/Gossiping/M.1603237897.A.8E8.html
dlevel,10/21,26,Re: [問卦] 林海兒比小馮還正 竟然沒人問 操,/bbs/Gossiping/M.1603238136.A.CF9.html
andycat5566,10/21,X1,Re: [新聞] 視察智慧校園4.0 柯文哲：北一女計畫是,/bbs/Gossiping/M.1603238223.A.B91.html
goetze,10/21,2,Re: [新聞] 中國年輕人屢傳拒服兵役　分析：戰爭風險,/bbs/Gossiping/M.1603238309.A.411.html
nightwing,10/21,4,[新聞] 高調紀念抗美援朝 習近平：激勵中國戰勝,/bbs/Gossiping/M.1603238371.A.860.html
IamCuteGirl,10/21,7,[問卦] 螯蝦沙拉的成分為啥這樣？,/bbs/Gossiping/M.1603238418.A.21E.html
liuyihui,10/21,3,[問卦] 我要變川粉啦！,/bbs/Gossiping/M.1603238463.A.0B3.html
DDDDRR,10/21,5,[問卦] 台北市設計最爛的路段？,/bbs/Gossiping/M.1603238545.A.E65.html
ltony01,10/21,14,[問卦] 住在大安信義區的矮破房是什麼感覺,/bbs/Gossiping/M.1603238549.A.1AC.html
idunhav1,10/21,14,[新聞] 遭中共毆傷斐濟館員為國安局參事 國安局,/bbs/Gossiping/M.1603234518.A.790.html
geordie,10/21,22,[新聞] 美議員提台灣關係強化法案 盼多方提升美,/bbs/Gossiping/M.1603234794.A.29A.html
bluebluelan,10/21,9,Re: [新聞] 爆不完！拜登團隊再被指吸收推特 臉書至,/bbs/Gossiping/M.1603234861.A.6BA.html
Whitening,10/21,8,[問卦] 陳同佳打了幾通電話才請得到大律師?,/bbs/Gossiping/M.1603235137.A.1BD.html
olmtw,10/21,15,[新聞] 9月外銷訂單衝破500億美元 創歷史單月新,/bbs/Gossiping/M.1603235440.A.9FF.html
IslamicState,10/21,11,[問卦] 高中畢 包莖洋人PR 多少,/bbs/Gossiping/M.1603235492.A.227.html
GODofFOOD,10/21,40,[問卦] 你跟哪個藝人互動過,/bbs/Gossiping/M.1603235696.A.405.html
bamama56,10/21,1,[問卦] 我嘛是甘願受拖磨 沒依沒偎 攏是為著你啦,/bbs/Gossiping/M.1603235769.A.7A5.html
purue,10/21,8,[問卦] 為何歐洲伊斯蘭無法世俗化,/bbs/Gossiping/M.1603235974.A.E5F.html
Malpais,10/21,爆,[問卦] 有沒有企鵝妹騎車闖紅燈被圖奇ban的八卦,/bbs/Gossiping/M.1603236377.A.40A.html
asdfg012345,10/21,3,[問卦] 暗戀的妹子成為同事是怎樣的感覺,/bbs/Gossiping/M.1603236498.A.F2E.html
fatslave,10/21,3,[問卦] 台大醫學跟哲學 只差一個字會差很多嗎,/bbs/Gossiping/M.1603236504.A.EBB.html
autokey,10/21,4,[問卦] 西野七瀨/橋本環奈/有村架純誰防禦力最高,/bbs/Gossiping/M.1603236786.A.3A4.html
JAL96,10/21,3,[新聞] 中天爆關台危機 「挺韓五虎將」出手狂救,/bbs/Gossiping/M.1603237027.A.5DC.html
nbarepeat,10/21,3,[問卦] 看過悟空妹取經,/bbs/Gossiping/M.1603237112.A.924.html
ch221221,10/21,3,Re: [問卦] 當年看超偶的人多還是看星光的人多?,/bbs/Gossiping/M.1603228470.A.E23.html
kinghole,10/21,7,[問卦] 有人把google雲端上傳破百TB的嗎？,/bbs/Gossiping/M.1603229069.A.89D.html
fatslave,10/21,X1,[問卦] 林海兒比小馮還正 竟然沒人問 操,/bbs/Gossiping/M.1603229761.A.0F8.html
makotokk,10/21,2,[問卦] 存 30 萬就可以去瑞士安樂死嗎？,/bbs/Gossiping/M.1603230286.A.2B8.html
Beanoodle,10/21,8,[問卦] 台灣飲料店是台灣人養出來的嗎？,/bbs/Gossiping/M.1603230410.A.9C9.html
Workforme,10/21,39,[新聞] 痛！騎檔車上班遭撞　屁股插進「前腳踏,/bbs/Gossiping/M.1603230524.A.738.html
Xing97302,10/21,4,[問卦] 下顎有硬塊是蛇摸警訊,/bbs/Gossiping/M.1603231391.A.B4B.html
asdfg012345,10/21,4,[問卦] 臉書改舊版的外掛失效,/bbs/Gossiping/M.1603232198.A.7B9.html
polo888362,10/21,10,[問卦] 手遊越玩越多...這是什麼巫術 = = ,/bbs/Gossiping/M.1603232414.A.D60.html
a78914124,10/21,37,Re: [問卦] 南投田姓警察兒子強姦弱勢被壓下來了嗎？,/bbs/Gossiping/M.1603233402.A.60B.html
longyin,10/21,3,Re: [新聞] 中國年輕人屢傳拒服兵役　分析：戰爭風險,/bbs/Gossiping/M.1603233660.A.58B.html
Fujiwarano,10/21,21,[新聞] 爆不完！拜登團隊再被指吸收推特 臉書至,/bbs/Gossiping/M.1603233685.A.DC9.html
fawangching,10/21,17,[問卦] 南部養生館一堆龍媽怎麼不會倒？,/bbs/Gossiping/M.1603233768.A.DC7.html
qazsedcft,10/21,6,[新聞] 走入優秀和多元競爭力的背光處──被頂,/bbs/Gossiping/M.1603233922.A.D36.html
brucielu95,10/21,1,[問卦] 基因庫484已經淘汰我？,/bbs/Gossiping/M.1603234352.A.FBC.html
mikemagic88,10/21,2,[問卦] 沛納海還潮嗎?,/bbs/Gossiping/M.1603234412.A.E17.html
leokoyo,10/21,爆,[新聞] WeMo女騎士撞路樹噴對道　貨車直輾爆頭亡,/bbs/Gossiping/M.1603234518.A.BCB.html
mshuang,10/21,3,Re: [新聞] 大型重機上國道你怎麼看？　正反兩方,/bbs/Gossiping/M.1603223787.A.ADE.html
A6,10/21,2,Re: [新聞] 60年最慘！六合夜市爆50攤歇業止血 業者,/bbs/Gossiping/M.1603223832.A.C0F.html
shampoopoo,10/21,1,[問卦] 灰姑娘宅急便的八卦有咪？,/bbs/Gossiping/M.1603224066.A.C5B.html
Anddyliu,10/21,3,Re: [新聞] 專家分析10原因川普驚奇勝選勢在必得,/bbs/Gossiping/M.1603224381.A.DA5.html
wowwowken,10/21,5,Re: [問卦] 可以用FOODPANDA叫20罐6公升的礦泉水嗎??,/bbs/Gossiping/M.1603224799.A.3E8.html
q9154336,10/21,4,[問卦] 愛人，你汐去豆位？,/bbs/Gossiping/M.1603224837.A.BCA.html
mean,10/21,1,Re: [問卦] 最想親眼看到哪個日本女星！,/bbs/Gossiping/M.1603224928.A.3DD.html
bang59487,10/21,4,Re: [新聞] 網美賣春比例「2成暴增到7成」入行10年女,/bbs/Gossiping/M.1603224998.A.675.html
XSR700,10/21,2,[問卦] 哪種自拍表情最欠扁?,/bbs/Gossiping/M.1603225002.A.4FC.html
words2012,10/21,1,Re: [問卦] 以前戒嚴時期的人生活跟現在差多少,/bbs/Gossiping/M.1603225222.A.635.html
sky9527,10/21,6,[問卦] 美白巨乳店員真的夭壽讚,/bbs/Gossiping/M.1603226013.A.31D.html
mean,10/21,7,Re: [問卦] 買在八里一坪30萬算貴嗎？,/bbs/Gossiping/M.1603226075.A.8B2.html
DANANPA,10/21,3,Re: [問卦] 台灣防疫厲害在哪裡？,/bbs/Gossiping/M.1603226448.A.FE7.html
ga86041,10/21,2,[問卦] 忽然想要看彩虹可以擁抱我,/bbs/Gossiping/M.1603226976.A.0F1.html
a111111,10/21,5,[問卦] 賓士C300在紅什麼？,/bbs/Gossiping/M.1603227752.A.AA6.html
akua,10/21,3,[問卦] 香港歌手關淑怡,/bbs/Gossiping/M.1603228144.A.037.html
BlueANSI,10/21,40,[問卦] 看過最血腥的影片？,/bbs/Gossiping/M.1603228354.A.D12.html
A6,10/21,2,Re: [新聞] 中國年輕人屢傳拒服兵役　分析：戰爭風險,/bbs/Gossiping/M.1603220347.A.B38.html
vV070413,10/21,17,Re: [問卦] 有親眼見過哪個藝人,/bbs/Gossiping/M.1603220475.A.991.html
Anddyliu,10/21,35,Re: [新聞] 與拜登家族交情意外曝光！謝國樑談美國大,/bbs/Gossiping/M.1603220704.A.D4A.html
qwefghiop1,10/21,6,Re: [問卦] 有人覺得是國棟害蹦蛙娛樂做不起來的嗎??,/bbs/Gossiping/M.1603220792.A.FE9.html
wolfgang1113,10/21,1,Re: [新聞] 60年最慘！六合夜市爆50攤歇業止血 業者,/bbs/Gossiping/M.1603221314.A.EEF.html
norfinway,10/21,15,[問卦] 幹 媽的,/bbs/Gossiping/M.1603221638.A.E46.html
darrendonkey,10/21,1,[問卦] 有沒有答應過讓他們活著的八卦,/bbs/Gossiping/M.1603221905.A.446.html
l6l6au,10/21,16,[問卦] 台灣的山裡真的會遇到山豬嗎？,/bbs/Gossiping/M.1603221952.A.88A.html
deepdish,10/21,3,[新聞] 獨家｜封境沒團！導遊改開小黃　運將暴增,/bbs/Gossiping/M.1603221970.A.1CE.html
z753951zxc,10/21,2,Re: [新聞] 撕扯分食影片曝光！　飼育員遭「5隻熊拖,/bbs/Gossiping/M.1603222021.A.06F.html
zxc881230,10/21,8,[問卦] 軍營的狗狗跟義務役誰大,/bbs/Gossiping/M.1603222037.A.6CA.html
a111111,10/21,6,[問卦] 既然有靈魂 為何腦部受傷會變笨？,/bbs/Gossiping/M.1603222379.A.74C.html
tomdyer,10/21,6,Re: [新聞] 60年最慘！六合夜市爆50攤歇業止血,/bbs/Gossiping/M.1603222702.A.C95.html
blessbless,10/21,7,[問卦] 為什麼人類看到同類被猛獸傷害會憤怒,/bbs/Gossiping/M.1603222729.A.6BD.html
obov5116,10/21,6,[問卦] 陌生的妹子抓我的手去摸胸？,/bbs/Gossiping/M.1603222817.A.C93.html
mean,10/21,3,Re: [問卦] 可以用FOODPANDA叫20罐6公升的礦泉水嗎??,/bbs/Gossiping/M.1603223226.A.D95.html
saintmagic,10/21,4,[問卦] 死刑能不能壓低房價,/bbs/Gossiping/M.1603223500.A.AF3.html
owlonoak,10/21,10,Re: [問卦] 問一下中文文法錯誤的範例,/bbs/Gossiping/M.1603218547.A.D23.html
Scott05,10/21,3,[問卦] 我的女神,/bbs/Gossiping/M.1603218561.A.F5F.html
naruisi,10/21,1,Re: [問卦] 爸爸當大官 兒女安分守己很難嗎?,/bbs/Gossiping/M.1603218849.A.5F2.html
a09651238,10/21,18,[新聞] 專家分析10原因川普驚奇勝選勢在必得,/bbs/Gossiping/M.1603218875.A.A4C.html
hayate232,10/21,16,Re: [問卦] hololive粉還是山寨團SNH48粉比較可撥?,/bbs/Gossiping/M.1603219029.A.186.html
login5566,10/21,5,Re: [問卦] 中國同事不斷糾正我是新冠肺炎 該怎麼回,/bbs/Gossiping/M.1603219113.A.AF3.html
DCARDNOBRAIN,10/21,5,[問卦] 一人推一個吉娃娃梗圖,/bbs/Gossiping/M.1603219202.A.D7D.html
pipi8696044,10/21,5,Re: [問卦] 116是學店ㄇ,/bbs/Gossiping/M.1603219260.A.AF8.html
johnny9667,10/21,7,[問卦] 凌晨三點基隆有什麼好吃的?,/bbs/Gossiping/M.1603219467.A.F1F.html
Richun,10/21,4,Re: [新聞] 中國年輕人屢傳拒服兵役　分析：戰爭風險,/bbs/Gossiping/M.1603219601.A.3F0.html
zkow,10/21,1,[問卦] IG的影片可以不要自動播放嗎？,/bbs/Gossiping/M.1603219638.A.CFF.html
badjye911,10/21,26,[問卦] 腦袋不夠靈活是不是很難在社會生存？,/bbs/Gossiping/M.1603219668.A.DBF.html
murasakiahn,10/21,3,[問卦] kktv到底怎麼取消訂閱啊,/bbs/Gossiping/M.1603220275.A.692.html
s2252136,10/21,1,[徵求] 行車記錄器 10/19早上8:20左右高雄橋頭,/bbs/Gossiping/M.1603217108.A.2BF.html
sacola,10/21,15,[新聞] 美最準民調IBD/TIPP：川普、拜登差距陡降,/bbs/Gossiping/M.1603217342.A.2AE.html
suwalampa,10/21,1,Re: [問卦] 有親眼見過哪個藝人,/bbs/Gossiping/M.1603217393.A.4EE.html
safelove,10/21,4,Re: [新聞] 60年最慘！六合夜市爆50攤歇業止血 業者,/bbs/Gossiping/M.1603217494.A.F3A.html
wike,10/21,1,Re: [新聞] 遭求償四百萬賠不起 肇事駕駛 ,/bbs/Gossiping/M.1603217548.A.9C4.html
bear26,10/21,41,[問卦] 問一下中文文法錯誤的範例,/bbs/Gossiping/M.1603217726.A.302.html
Dinenger,10/21,1,Re: [問卦] 肥宅變文青,/bbs/Gossiping/M.1603217777.A.3F5.html
paannee3,10/21,5,Re: [問卦] 有親眼見過哪個藝人,/bbs/Gossiping/M.1603217798.A.B56.html
chNhk,10/21,20,[問卦] 開始對女生特別有好感是暈了嗎,/bbs/Gossiping/M.1603217842.A.F87.html
syearth,10/21,25,[問卦] 爸爸當大官 兒女安分守己很難嗎?,/bbs/Gossiping/M.1603217962.A.261.html
shiftsmart,10/21,4,[問卦] 現在看yt應該都是看Vtuber吧？,/bbs/Gossiping/M.1603218169.A.CCF.html
